0.0057212,0.041142,0.026597,0.0081866
0.0048108,0.041183,0.026794,0.0069588
0.004439,0.041712,0.027532,0.0062968
0.0043979,0.042553,0.028603,0.0060201
0.0044993,0.043547,0.029811,0.0059586
0.0047164,0.044639,0.031065,0.0060633
0.0049659,0.045696,0.0322,0.0062375
0.0051697,0.046592,0.033106,0.0063934
0.0052839,0.047234,0.033758,0.0064774
0.0053213,0.04761,0.034187,0.0064932
0.0052908,0.047754,0.034428,0.0064469
0.0052272,0.047732,0.034545,0.0063729
0.0052003,0.047644,0.034634,0.0063409
0.0052076,0.047521,0.034706,0.0063481
0.0051939,0.047337,0.034713,0.0063389
0.005167,0.047135,0.034675,0.0063233
0.0051529,0.046963,0.034629,0.006327
0.0051495,0.046815,0.03459,0.006346
0.0051559,0.046685,0.034563,0.0063775
0.0051769,0.046572,0.034555,0.0064243
0.0052104,0.04647,0.034564,0.0064838
0.0052305,0.04635,0.034568,0.0065298
0.0052075,0.046181,0.03454,0.0065314
0.0051603,0.045981,0.034502,0.0065063
0.0051056,0.045762,0.03447,0.0064699
0.0050449,0.045527,0.034442,0.0064233
0.0049771,0.045272,0.034417,0.0063664
0.004909,0.045007,0.0344,0.0063071
0.0048568,0.044747,0.034407,0.0062626
0.0048155,0.044489,0.034432,0.0062291
0.0047757,0.044223,0.034465,0.0061977
0.0047363,0.043947,0.034501,0.0061669
0.0046982,0.043663,0.034539,0.0061386
0.0046624,0.043369,0.034574,0.0061145
0.0046304,0.043067,0.034606,0.006097
0.0046028,0.042756,0.034633,0.0060873
0.0045795,0.042436,0.034654,0.0060861
0.0045614,0.042106,0.034668,0.0060942
0.0045495,0.041769,0.034674,0.0061127
0.0045431,0.041427,0.034672,0.0061408
0.0045367,0.041073,0.034654,0.006173
0.0045281,0.040708,0.034615,0.0062061
0.0045223,0.040335,0.034558,0.0062442
0.0045233,0.039958,0.034484,0.0062907
0.0045326,0.03958,0.034392,0.0063461
0.0045477,0.0392,0.034276,0.0064073
0.0045612,0.03881,0.034125,0.0064654
0.0045721,0.03841,0.033937,0.0065191
0.0045894,0.038009,0.033718,0.0065783
0.00462,0.037613,0.033472,0.0066503
0.0046643,0.037224,0.033198,0.0067366
0.0046996,0.036819,0.032872,0.0068163
0.0046883,0.036367,0.03246,0.0068531
0.0046336,0.035875,0.031971,0.0068478
0.004549,0.03536,0.031423,0.0068115
0.0044372,0.034829,0.030824,0.0067444
0.0043073,0.034299,0.030189,0.0066551
0.0041787,0.033797,0.029549,0.0065647
0.0040441,0.033329,0.02891,0.0064666
0.0038835,0.032887,0.028264,0.0063412
0.0036853,0.032472,0.027613,0.0061775
0.0034582,0.032106,0.026978,0.0059841
0.0032369,0.031835,0.026405,0.005795
0.0030256,0.031673,0.02591,0.0056161
0.0028083,0.031615,0.025491,0.005433
0.0025819,0.031671,0.025159,0.0052448
0.0023638,0.031877,0.024944,0.0050701
0.0021663,0.032263,0.024869,0.0049195
0.0019582,0.032812,0.024912,0.0047615
0.0017179,0.033517,0.025061,0.0045752
0.0014567,0.034406,0.025342,0.0043724
0.0012116,0.035528,0.025803,0.0041899
0.00099507,0.036907,0.026462,0.0040349
0.00081267,0.038559,0.027329,0.0039114
0.00068114,0.04051,0.028423,0.003838
0.00060322,0.042775,0.029762,0.0038195
0.00058855,0.045373,0.031371,0.0038667
0.00062824,0.048293,0.03324,0.0039596
0.00075354,0.051548,0.035391,0.0041263
0.00098233,0.055149,0.037831,0.0043964
0.0013285,0.059117,0.040584,0.0047959
0.0017853,0.063455,0.043675,0.0053292
0.0023175,0.068097,0.047065,0.0059338
0.0029981,0.073032,0.050768,0.0066517
0.0039006,0.078247,0.054794,0.007583
0.0050503,0.083678,0.059111,0.0087834
0.0064183,0.08923,0.063673,0.010254
0.007974,0.094805,0.06839,0.01194
0.0098106,0.10032,0.073185,0.013845
0.012094,0.10575,0.078035,0.01613
0.014815,0.11089,0.082749,0.018794
0.014815,0.11089,0.082749,0.018794
0.014815,0.11089,0.082749,0.018794
0.014815,0.11089,0.082749,0.018794
0.014815,0.11089,0.082749,0.018794
0.014815,0.11089,0.082749,0.018794
0.014815,0.11089,0.082749,0.018794
0.014815,0.11089,0.082749,0.018794
0.014815,0.11089,0.082749,0.018794
0.014815,0.11089,0.082749,0.018794
0.014815,0.11089,0.082749,0.018794
